system,utt_id,speaker_id,age_band,duration,wer,cer,divergence,substitutions,deletions,insertions,hits,ref_words,hyp_words,speaking_rate
whisper-large-v3,5348024557565550_chunk_8_enhanced,S4259188700343561,60+,14.7200208333,0.12903225806451613,0.034013605442176874,0.09501865262233924,4,0,0,27,31,31,2.105975280270733
whisper-large-v3,5348024557565609_chunk_1_enhanced,S4259313100388348,control,7.3790208333,0.47619047619047616,0.17525773195876287,0.3009327442317133,7,2,1,12,21,20,2.845906045586879
whisper-large-v3,5348024557565614_chunk_5_enhanced,S4259313100388348,control,10.381,0.07692307692307693,0.017543859649122806,0.05937921727395412,2,0,0,24,26,26,2.504575667084096
whisper-large-v3,5348024557565618_chunk_1_enhanced,S4259313100388348,control,5.1860208333,0.14285714285714285,0.030303030303030304,0.11255411255411255,2,0,0,12,14,14,2.6995649362039753
whisper-large-v3,5348024557565619_chunk_4_enhanced,S4259313100388348,control,15.4660208333,0.13333333333333333,0.06341463414634146,0.06991869918699187,5,0,1,40,45,46,2.909604253416637
whisper-large-v3,5348024557565622_chunk_5_enhanced,S4259313100388348,control,6.0080208333,0.0625,0.13333333333333333,-0.07083333333333333,1,0,0,15,16,16,2.6631066109688817
whisper-large-v3,5348024557565625_chunk_1_enhanced,S4259676800340513,60+,16.6370208333,0.14285714285714285,0.04411764705882353,0.09873949579831931,4,0,0,24,28,28,1.6829936249136812
whisper-large-v3,5348024557565626_chunk_1_enhanced,S4259676800340513,60+,11.0550208333,0.18181818181818182,0.0594059405940594,0.12241224122412242,4,0,0,18,22,22,1.9900460009746401
whisper-large-v3,5348024557565628_chunk_1_enhanced,S4259676800340513,60+,3.0442708333,0.42857142857142855,0.07692307692307693,0.3516483516483516,2,1,0,4,7,6,2.2994011976299675
whisper-large-v3,5348024557565629_chunk_1_enhanced,S4259676800340513,60+,4.2282708333,0.125,0.05263157894736842,0.07236842105263158,1,0,0,7,8,8,1.892026389841332
whisper-large-v3,5348024557565631_chunk_1_enhanced,S4259676800340513,60+,2.608,0.2857142857142857,0.0967741935483871,0.1889400921658986,2,0,0,5,7,7,2.684049079754601
whisper-large-v3,5348024557565636_chunk_1_enhanced,S4259676800340513,60+,6.8270208333,0.2857142857142857,0.10666666666666667,0.179047619047619,4,0,0,10,14,14,2.0506748612385257
whisper-large-v3,5348024557565637_chunk_1_enhanced,S4259676800340513,60+,5.886,0.6,0.4625,0.13749999999999996,8,1,0,6,15,14,2.5484199796126403
whisper-large-v3,5348024557565640_chunk_1_enhanced,S4259676800340513,60+,16.7170208333,0.5666666666666667,0.3522012578616352,0.21446540880503145,16,0,1,14,30,31,1.7945781308258315
whisper-large-v3,5348024557565654_chunk_1_enhanced,S4259676800340513,60+,15.9040208333,0.2,0.054945054945054944,0.14505494505494507,8,0,0,32,40,40,2.5150872486439146
whisper-large-v3,5348024557565654_chunk_2_enhanced,S4259676800340513,60+,1.6890208333,0.0,0.0,0.0,0,0,0,4,4,4,2.3682360342381457
whisper-large-v3,5348024557565659_chunk_1_enhanced,S4259676800340513,60+,13.983,0.7941176470588235,0.5725190839694656,0.22159856308935788,15,12,0,7,34,22,2.431523993420582
whisper-large-v3,5348024557565660_chunk_1_enhanced,S4259676800340513,60+,7.9060208333,0.6153846153846154,0.2916666666666667,0.32371794871794873,8,0,0,5,13,13,1.6443164360564624
whisper-large-v3,5348024557565662_chunk_1_enhanced,S4259676800340513,60+,8.244,0.35714285714285715,0.11392405063291139,0.24321880650994576,5,0,0,9,14,14,1.698204754973314
whisper-large-v3,5348024557565663_chunk_2_enhanced,S4259676800340513,60+,1.8750208333,1.0,0.9473684210526315,0.052631578947368474,3,0,0,0,3,3,1.5999822224481948
whisper-large-v3,5348024557565670_chunk_1_enhanced,S4259676800340513,60+,10.4830208333,0.4782608695652174,0.12096774193548387,0.35729312762973353,11,0,0,12,23,23,2.1940240667021285
whisper-large-v3,5348024557565670_chunk_2_enhanced,S4259676800340513,60+,4.8650208333,0.23529411764705882,0.0547945205479452,0.18049959709911362,4,0,0,13,17,17,3.4943324155240467
whisper-large-v3,5348024557565670_chunk_3_enhanced,S4259676800340513,60+,20.512,0.2222222222222222,0.11191335740072202,0.1103088648215002,9,4,1,50,63,60,3.0713728549141965
whisper-large-v3,5348024557565673_chunk_1_enhanced,S4259676800340513,60+,11.252,0.24,0.07317073170731707,0.1668292682926829,6,0,0,19,25,25,2.2218272307145397
whisper-large-v3,5348024557565673_chunk_3_enhanced,S4259676800340513,60+,13.685,0.12903225806451613,0.04516129032258064,0.08387096774193548,4,0,0,27,31,31,2.2652539276580197
whisper-large-v3,5348024557565673_chunk_4_enhanced,S4259676800340513,60+,4.2470208333,0.46153846153846156,0.16393442622950818,0.2976040353089534,5,1,0,7,13,12,3.0609692088321596
whisper-large-v3,5348024557565674_chunk_1_enhanced,S4259676800340513,60+,7.8400208333,0.3,0.09375,0.20625,6,0,0,14,20,20,2.551013629332622
whisper-large-v3,5348024557565674_chunk_2_enhanced,S4259676800340513,60+,8.5290208333,0.3076923076923077,0.07563025210084033,0.23206205559146736,7,1,0,18,26,25,3.048415581128347
whisper-large-v3,5348024557565674_chunk_3_enhanced,S4259676800340513,60+,10.5580208333,0.24242424242424243,0.07741935483870968,0.16500488758553275,8,0,0,25,33,33,3.1255858006945765
whisper-large-v3,5348024557565674_chunk_5_enhanced,S4259676800340513,60+,11.342,0.125,0.05714285714285714,0.06785714285714287,3,1,0,28,32,31,2.821371892082525
whisper-large-v3,5348024557565675_chunk_1_enhanced,S4259676800340513,60+,10.6380208333,0.4482758620689655,0.1678832116788321,0.2803926503901334,12,1,0,16,29,28,2.7260709914406105
whisper-large-v3,5348024557565675_chunk_3_enhanced,S4259676800340513,60+,6.105,0.25,0.10344827586206896,0.14655172413793105,3,0,0,9,12,12,1.9656019656019654
whisper-large-v3,5348024557565675_chunk_4_enhanced,S4259676800340513,60+,6.043,0.26666666666666666,0.13157894736842105,0.13508771929824562,4,0,0,11,15,15,2.482210822439186
whisper-large-v3,5348024557565675_chunk_5_enhanced,S4259676800340513,60+,1.7130208333,0.0,0.0,0.0,0,0,0,2,2,2,1.1675281240725819
whisper-large-v3,5348024557565675_chunk_7_enhanced,S4259676800340513,60+,13.491,0.030303030303030304,0.02666666666666667,0.0036363636363636355,0,1,0,32,33,32,2.44607516121859
whisper-large-v3,5348024557565676_chunk_1_enhanced,S4259676800340513,60+,6.9750208333,0.058823529411764705,0.02564102564102564,0.033182503770739065,1,0,0,16,17,17,2.4372687058996227
whisper-large-v3,5348024557565676_chunk_2_enhanced,S4259676800340513,60+,19.744,0.13953488372093023,0.03398058252427184,0.10555430119665839,4,1,1,38,43,43,2.177876823338736
whisper-large-v3,5348024557565676_chunk_3_enhanced,S4259676800340513,60+,8.751,0.13793103448275862,0.05384615384615385,0.08408488063660477,4,0,0,25,29,29,3.3139069820591933
whisper-large-v3,5348024557565677_chunk_2_enhanced,S4259676800340513,60+,14.954,0.15217391304347827,0.07906976744186046,0.0731041456016178,6,1,0,39,46,45,3.076100040123044
whisper-large-v3,5348024557565677_chunk_3_enhanced,S4259676800340513,60+,20.365,0.1694915254237288,0.09215017064846416,0.07734135477526465,6,3,1,50,59,57,2.897127424502824
whisper-large-v3,5348024557565677_chunk_5_enhanced,S4259676800340513,60+,5.012,0.3076923076923077,0.1111111111111111,0.1965811965811966,4,0,0,9,13,13,2.5937749401436556
whisper-large-v3,5348024557565678_chunk_1_enhanced,S4259676800340513,60+,8.695,0.5333333333333333,0.11764705882352941,0.4156862745098039,6,0,2,9,15,17,1.7251293847038527
whisper-large-v3,5348024557565678_chunk_5_enhanced,S4259676800340513,60+,7.965,0.4090909090909091,0.21359223300970873,0.1954986760812004,8,1,0,13,22,21,2.7620841180163214
whisper-large-v3,5348024557565678_chunk_6_enhanced,S4259676800340513,60+,14.031,0.37209302325581395,0.12254901960784313,0.2495440036479708,15,1,0,27,43,42,3.064642577150595
whisper-large-v3,5348024557565678_chunk_7_enhanced,S4259676800340513,60+,12.359,0.5666666666666667,0.1986754966887417,0.3679911699779249,13,0,4,17,30,34,2.427380856056315
whisper-large-v3,5348024557565680_chunk_3_enhanced,S4259676800340513,60+,4.341,0.2777777777777778,0.10227272727272728,0.1755050505050505,5,0,0,13,18,18,4.14651002073255
whisper-large-v3,5348024557565682_chunk_2_enhanced,S4259676800340513,60+,6.681,0.6666666666666666,0.1891891891891892,0.47747747747747743,9,1,0,5,15,14,2.24517287831163
whisper-large-v3,5348024557565682_chunk_4_enhanced,S4259676800340513,60+,22.331,0.24561403508771928,0.08363636363636363,0.16197767145135566,13,0,1,44,57,58,2.5525054856477545
whisper-large-v3,5348024557565682_chunk_5_enhanced,S4259676800340513,60+,5.3390208333,0.45454545454545453,0.12903225806451613,0.3255131964809384,4,0,1,7,11,12,2.0603028801445977
whisper-large-v3,5348024557565684_chunk_1_enhanced,S4259676800340513,60+,6.8050208333,0.3333333333333333,0.15151515151515152,0.1818181818181818,4,1,1,13,18,18,2.645105788937188
whisper-large-v3,5348024557565684_chunk_2_enhanced,S4259676800340513,60+,8.2300208333,0.1,0.031578947368421054,0.06842105263157895,2,0,0,18,20,20,2.4301275057624103
whisper-large-v3,5348024557565684_chunk_3_enhanced,S4259676800340513,60+,12.2280208333,0.2647058823529412,0.1346153846153846,0.13009049773755657,8,0,1,26,34,35,2.7804990246180625
whisper-large-v3,5348024557565684_chunk_4_enhanced,S4259676800340513,60+,12.4980208333,0.24390243902439024,0.096045197740113,0.14785724128427724,9,1,0,31,41,40,3.280519415582882
whisper-large-v3,5348024557565685_chunk_2_enhanced,S4259676800340513,60+,8.3430208333,0.5416666666666666,0.19090909090909092,0.3507575757575757,12,1,0,11,24,23,2.8766558875422383
whisper-large-v3,5348024557565685_chunk_4_enhanced,S4259676800340513,60+,7.345,0.631578947368421,0.22826086956521738,0.4033180778032036,10,1,1,8,19,19,2.5867937372362153
whisper-large-v3,5348024557566362_chunk_2_enhanced,S4258855600301775,control,18.503,0.30434782608695654,0.06818181818181818,0.23616600790513836,6,0,1,17,23,24,1.2430416689185537
whisper-large-v3,5348024557566365_chunk_1_enhanced,S4258855600301775,control,3.6950208333,0.0,0.0,0.0,0,0,0,7,7,7,1.894441280794713
whisper-large-v3,5348024557566408_chunk_1_enhanced,S4258855600301775,control,12.033,0.34782608695652173,0.0847457627118644,0.2630803242446573,7,1,0,15,23,22,1.9114102883736392
whisper-large-v3,5348024557566408_chunk_4_enhanced,S4258855600301775,control,9.8500208333,0.19047619047619047,0.06796116504854369,0.12251502542764678,4,0,0,17,21,21,2.131975186184909
whisper-large-v3,5348024557566413_chunk_1_enhanced,S4258855600301775,control,9.1820208333,0.25,0.0641025641025641,0.1858974358974359,4,0,0,12,16,16,1.7425357979992333
whisper-large-v3,5348024557566414_chunk_4_enhanced,S4258855600301775,control,17.8250208333,0.2857142857142857,0.06707317073170732,0.21864111498257838,9,1,0,25,35,34,1.9635320669367398
whisper-large-v3,5348024557566534_chunk_1_enhanced,S4259234000398521,60+,4.479,0.8,0.12903225806451613,0.6709677419354839,4,0,0,1,5,5,1.1163206072784104
whisper-large-v3,5348024557566535_chunk_1_enhanced,S4259234000398521,60+,4.613,1.0,0.23255813953488372,0.7674418604651163,5,0,0,0,5,5,1.0838933448948622
whisper-large-v3,5348024557566542_chunk_1_enhanced,S4259234000398521,60+,2.0780208333,1.0,0.2608695652173913,0.7391304347826086,4,0,0,0,4,4,1.9249085167485072
whisper-large-v3,5348024557566542_chunk_3_enhanced,S4259234000398521,60+,7.6480208333,0.25,0.05434782608695652,0.1956521739130435,5,0,0,15,20,20,2.615055638044113
whisper-large-v3,5348024557566542_chunk_4_enhanced,S4259234000398521,60+,14.3670208333,0.2,0.08053691275167785,0.11946308724832216,5,0,1,25,30,31,2.0881155772020428
whisper-large-v3,5348024557566544_chunk_1_enhanced,S4259234000398521,60+,6.016,0.2222222222222222,0.08108108108108109,0.14114114114114112,2,2,0,14,18,16,2.992021276595745
whisper-large-v3,5348024557566544_chunk_2_enhanced,S4259234000398521,60+,8.6900208333,0.2857142857142857,0.06896551724137931,0.2167487684729064,5,3,0,20,28,25,3.2220866367436676
whisper-large-v3,5348024557566544_chunk_5_enhanced,S4259234000398521,60+,6.687,0.2222222222222222,0.11392405063291139,0.10829817158931082,2,1,1,15,18,18,2.6917900403768504
whisper-large-v3,5348024557566553_chunk_1_enhanced,S4259234000398521,60+,7.553,0.17391304347826086,0.050505050505050504,0.12340799297321037,4,0,0,19,23,23,3.0451476234608763
whisper-large-v3,5348024557566553_chunk_2_enhanced,S4259234000398521,60+,21.3830208333,0.19642857142857142,0.13059701492537312,0.0658315565031983,6,5,0,45,56,51,2.6189003151879557
whisper-large-v3,5348024557566553_chunk_3_enhanced,S4259234000398521,60+,7.742,0.2777777777777778,0.07058823529411765,0.20718954248366014,5,0,0,13,18,18,2.324980625161457
whisper-large-v3,5348024557566553_chunk_4_enhanced,S4259234000398521,60+,9.512,0.2631578947368421,0.10101010101010101,0.1621477937267411,5,0,0,14,19,19,1.9974768713204372
whisper-large-v3,5348024557566556_chunk_3_enhanced,S4259234000398521,60+,5.823,0.25,0.11904761904761904,0.13095238095238096,4,0,0,12,16,16,2.747724540614803
whisper-large-v3,5348024557566556_chunk_5_enhanced,S4259234000398521,60+,6.8800208333,0.1,0.03225806451612903,0.06774193548387097,2,0,0,18,20,20,2.9069679416082534
whisper-large-v3,5348024557566556_chunk_6_enhanced,S4259234000398521,60+,8.321,0.14285714285714285,0.038834951456310676,0.10402219140083217,3,0,0,18,21,21,2.5237351279894242
whisper-large-v3,5348024557566556_chunk_8_enhanced,S4259234000398521,60+,5.442,0.125,0.027777777777777776,0.09722222222222222,2,0,0,14,16,16,2.940095553105476
whisper-large-v3,5348024557566558_chunk_2_enhanced,S4259234000398521,60+,13.5360208333,0.3157894736842105,0.15853658536585366,0.15725288831835685,10,2,0,26,38,36,2.807324284439346
whisper-large-v3,5348024557566558_chunk_3_enhanced,S4259234000398521,60+,9.716,0.15,0.045454545454545456,0.10454545454545454,2,0,1,18,20,21,2.058460271716756
whisper-large-v3,5348024557566559_chunk_2_enhanced,S4259234000398521,60+,22.913,0.47619047619047616,0.19090909090909092,0.28528138528138525,16,3,1,23,42,40,1.8330205560162354
whisper-large-v3,5348024557566559_chunk_3_enhanced,S4259234000398521,60+,7.841,0.52,0.18018018018018017,0.33981981981981985,10,1,2,14,25,26,3.1883688305063127
whisper-large-v3,5348024557566802_chunk_2_enhanced,S4257500400373192,control,20.801,0.36666666666666664,0.16319444444444445,0.2034722222222222,18,2,2,40,60,60,2.884476707850584
whisper-large-v3,5348024557566808_chunk_1_enhanced,S4259659200341909,control,7.6480208333,0.13043478260869565,0.0673076923076923,0.06312709030100334,2,1,0,20,23,22,3.0073139837507297
whisper-large-v3,5348024557566923_chunk_1_enhanced,S4259010700319043,control,14.4640208333,0.3018867924528302,0.08520179372197309,0.2166849987308571,14,2,0,37,53,51,3.664264633661201
whisper-large-v3,5348024557566924_chunk_1_enhanced,S4259010700319043,control,12.1460208333,0.375,0.18181818181818182,0.19318181818181818,15,2,1,31,48,47,3.951911548546117
whisper-large-v3,5348024557566924_chunk_2_enhanced,S4259010700319043,control,11.7290208333,0.41304347826086957,0.16901408450704225,0.24402939375382732,14,2,3,30,46,47,3.921896009375383
whisper-large-v3,5348024557566941_chunk_2_enhanced,S4259010700319043,control,2.3550208333,0.5,0.1590909090909091,0.34090909090909094,5,0,0,5,10,10,4.246246937012182
whisper-large-v3,5348024557566942_chunk_4_enhanced,S4259010700319043,control,11.0470208333,0.38095238095238093,0.11235955056179775,0.2685928303905832,8,0,0,13,21,21,1.9009650037680625
whisper-large-v3,5348024557566953_chunk_5_enhanced,S4259010700319043,control,3.112,0.5833333333333334,0.17857142857142858,0.40476190476190477,7,0,0,5,12,12,3.8560411311053984
whisper-large-v3,5348024557567101_chunk_1_enhanced,S4259583100307281,control,1.374,0.0,0.0,0.0,0,0,0,4,4,4,2.911208151382824
whisper-large-v3,5348024557567110_chunk_1_enhanced,S4259583100307281,control,5.65,0.6923076923076923,0.4444444444444444,0.24786324786324787,8,1,0,4,13,12,2.3008849557522124
whisper-large-v3,5348024557567144_chunk_1_enhanced,S4259583100307281,control,9.7650208333,0.20833333333333334,0.11926605504587157,0.08906727828746178,4,0,1,20,24,25,2.4577520529353976
whisper-large-v3,5348024557567148_chunk_5_enhanced,S4259583100307281,control,1.6770208333,0.5,0.30303030303030304,0.19696969696969696,2,1,1,5,8,8,4.770364113043127
whisper-large-v3,5348024557567153_chunk_7_enhanced,S4259583100307281,control,17.2470208333,0.22641509433962265,0.09243697478991597,0.13397811954970668,10,2,0,41,53,51,3.0729944906003297
whisper-large-v3,5348024557567704_chunk_1_enhanced,S4257500400373192,control,7.743,0.16666666666666666,0.06060606060606061,0.10606060606060605,2,0,0,10,12,12,1.5497869043006587
whisper-large-v3,5348024557568113_chunk_4_enhanced,S4256696000337947,control,1.633,1.2,0.8636363636363636,0.3363636363636363,5,0,1,0,5,6,3.061849357011635
whisper-large-v3,5348024557568130_chunk_1_enhanced,S4256696000337947,control,5.921,0.75,0.19298245614035087,0.5570175438596492,5,1,0,2,8,7,1.3511231210944097
whisper-large-v3,5348024557568131_chunk_5_enhanced,S4256696000337947,control,7.3590208333,0.4375,0.23529411764705882,0.20220588235294118,6,1,0,9,16,15,2.174202297077223
whisper-large-v3,5348024557568142_chunk_2_enhanced,S4256696000337947,control,17.6260208333,0.25,0.10038610038610038,0.14961389961389962,11,2,1,43,56,55,3.1771209469015194
whisper-large-v3,5348024557568143_chunk_1_enhanced,S4256696000337947,control,14.753,0.32558139534883723,0.26851851851851855,0.05706287683031869,6,8,0,29,43,35,2.914661424794957
whisper-large-v3,5348024557568143_chunk_8_enhanced,S4256696000337947,control,16.7680208333,0.19230769230769232,0.05084745762711865,0.14146023468057367,7,0,3,45,52,55,3.101141185173864
whisper-large-v3,5348024557568230_chunk_1_enhanced,S4259840800393099,60+,7.3150208333,0.5882352941176471,0.16470588235294117,0.42352941176470593,8,0,2,9,17,19,2.3239851789090324
whisper-large-v3,5348024557568232_chunk_1_enhanced,S4259840800393099,60+,2.0690208333,0.0,0.0,0.0,0,0,0,6,6,6,2.8999224673974187
whisper-large-v3,5348024557568236_chunk_1_enhanced,S4259840800393099,60+,4.282,0.5555555555555556,0.3333333333333333,0.22222222222222227,4,1,0,4,9,8,2.1018215787015415
whisper-large-v3,5348024557568258_chunk_2_enhanced,S4259840800393099,60+,14.3580208333,0.27450980392156865,0.12935323383084577,0.1451565700907229,14,0,0,37,51,51,3.5520215907277195
whisper-large-v3,5348024557568258_chunk_3_enhanced,S4259840800393099,60+,7.992,0.6060606060606061,0.2413793103448276,0.36468129571577845,16,2,2,15,33,33,4.129129129129129
whisper-large-v3,5348024557568261_chunk_1_enhanced,S4259840800393099,60+,18.6252291667,1.0,0.76875,0.23124999999999996,18,14,0,0,32,18,1.7180996654372833
whisper-large-v3,5348024557568262_chunk_3_enhanced,S4259840800393099,60+,1.2470208333,1.0,0.5,0.5,1,1,0,0,2,1,1.6038224435331896
whisper-large-v3,5348024557568263_chunk_2_enhanced,S4259840800393099,60+,1.014,1.0,0.8,0.19999999999999996,1,0,0,0,1,1,0.9861932938856016
whisper-large-v3,5348024557568263_chunk_4_enhanced,S4259840800393099,60+,1.023,1.0,0.3333333333333333,0.6666666666666667,1,0,0,0,1,1,0.9775171065493647
whisper-large-v3,5348024557568271_chunk_2_enhanced,S4259840800393099,60+,11.8230208333,0.5,0.16428571428571428,0.33571428571428574,12,1,3,19,32,34,2.7065840829672525
whisper-large-v3,5348024557568272_chunk_1_enhanced,S4259840800393099,60+,7.071,0.42105263157894735,0.17525773195876287,0.24579489962018447,6,1,1,12,19,19,2.6870315372648848
whisper-large-v3,5348024557568272_chunk_2_enhanced,S4259840800393099,60+,9.2650208333,0.2,0.07096774193548387,0.12903225806451613,5,0,2,30,35,37,3.7776493577007706
whisper-large-v3,5348024557568272_chunk_3_enhanced,S4259840800393099,60+,7.2530208333,0.2857142857142857,0.09420289855072464,0.19151138716356106,8,0,0,20,28,28,3.860460440351511
whisper-large-v3,5348024557568272_chunk_4_enhanced,S4259840800393099,60+,7.9080208333,0.3333333333333333,0.10344827586206896,0.22988505747126436,8,2,0,20,30,28,3.793616713005176
whisper-large-v3,5348024557568272_chunk_5_enhanced,S4259840800393099,60+,5.342,0.47368421052631576,0.1958762886597938,0.2778079218665219,6,2,1,11,19,18,3.5567203294646204
whisper-large-v3,5348024557568273_chunk_1_enhanced,S4259840800393099,60+,6.112,0.19047619047619047,0.10465116279069768,0.08582502768549279,3,1,0,17,21,20,3.4358638743455496
whisper-large-v3,5348024557568273_chunk_3_enhanced,S4259840800393099,60+,8.1100208333,0.41935483870967744,0.17567567567567569,0.24367916303400175,10,2,1,19,31,30,3.82243161111412
whisper-large-v3,5348024557568274_chunk_1_enhanced,S4259840800393099,60+,7.841,0.26666666666666666,0.10655737704918032,0.16010928961748633,7,1,0,22,30,29,3.8260425966075755
whisper-large-v3,5348024557568274_chunk_2_enhanced,S4259840800393099,60+,10.014,0.5454545454545454,0.2727272727272727,0.2727272727272727,8,3,1,11,22,20,2.1969243059716397
whisper-large-v3,5348024557568274_chunk_3_enhanced,S4259840800393099,60+,11.965,1.608695652173913,1.5989304812834224,0.009765170890490671,22,1,51,23,46,96,3.8445465942331802
whisper-large-v3,5348024557568275_chunk_1_enhanced,S4259840800393099,60+,8.314,0.35,0.08602150537634409,0.26397849462365586,7,0,0,13,20,20,2.405580947798893
whisper-large-v3,5348024557568275_chunk_2_enhanced,S4259840800393099,60+,12.8640208333,0.30952380952380953,0.13872832369942195,0.17079548582438758,9,4,0,29,42,38,3.2649200855830522
whisper-large-v3,5348024557568276_chunk_1_enhanced,S4259840800393099,60+,21.4190208333,1.0298507462686568,0.8590604026845637,0.17079034358409306,61,0,8,6,67,75,3.1280608260035665
whisper-large-v3,5348024557568276_chunk_2_enhanced,S4259840800393099,60+,10.623,0.17647058823529413,0.11188811188811189,0.06458247634718224,3,3,0,28,34,31,3.2006024663466066
whisper-large-v3,5348024557568276_chunk_3_enhanced,S4259840800393099,60+,7.6490208333,0.52,0.2727272727272727,0.2472727272727273,9,1,3,15,25,27,3.268392196183143
whisper-large-v3,5348024557568276_chunk_4_enhanced,S4259840800393099,60+,7.1570208333,0.4166666666666667,0.18421052631578946,0.23245614035087722,8,0,2,16,24,26,3.3533505852509786
whisper-large-v3,5348024557568277_chunk_1_enhanced,S4259840800393099,60+,8.752,0.38461538461538464,0.25892857142857145,0.12568681318681318,6,2,2,18,26,26,2.9707495429616086
whisper-large-v3,5348024557568277_chunk_2_enhanced,S4259840800393099,60+,6.401,0.25,0.22772277227722773,0.02227722772277227,4,1,0,15,20,19,3.1245117950320265
whisper-large-v3,5348024557568277_chunk_3_enhanced,S4259840800393099,60+,18.973,0.29333333333333333,0.1268882175226586,0.16644511581067473,17,2,3,56,75,76,3.952985821957519
whisper-large-v3,5348024557568279_chunk_1_enhanced,S4259840800393099,60+,5.337,0.2777777777777778,0.06097560975609756,0.21680216802168023,5,0,0,13,18,18,3.3726812816188874
whisper-large-v3,5348024557568279_chunk_3_enhanced,S4259840800393099,60+,22.1670208333,0.25301204819277107,0.12280701754385964,0.13020503064891142,20,1,0,62,83,82,3.7443010779019423
whisper-large-v3,5348024557568281_chunk_1_enhanced,S4259840800393099,60+,7.485,0.391304347826087,0.14912280701754385,0.24218154080854312,9,0,0,14,23,23,3.0728122912491647
whisper-large-v3,5348024557568281_chunk_2_enhanced,S4259840800393099,60+,18.225,0.2727272727272727,0.10569105691056911,0.16703621581670358,12,0,3,43,55,58,3.017832647462277
whisper-large-v3,5348024557568286_chunk_1_enhanced,S4259840800393099,60+,6.434,0.21739130434782608,0.07692307692307693,0.14046822742474915,5,0,0,18,23,23,3.574759092322039
whisper-large-v3,5348024557568286_chunk_3_enhanced,S4259840800393099,60+,8.062,0.3448275862068966,0.1791044776119403,0.1657231085949563,8,2,0,19,29,27,3.5971223021582737
whisper-large-v3,5348024557568286_chunk_5_enhanced,S4259840800393099,60+,16.823,0.2727272727272727,0.1169811320754717,0.155746140651801,10,7,1,49,66,60,3.923200380431552
whisper-large-v3,5348024557568286_chunk_7_enhanced,S4259840800393099,60+,9.9580208333,0.24242424242424243,0.11564625850340136,0.12677798392084105,5,3,0,25,33,30,3.313911524431315
whisper-large-v3,5348024557568286_chunk_8_enhanced,S4259840800393099,60+,10.3570208333,0.5365853658536586,0.1956521739130435,0.3409331919406151,17,4,1,20,41,38,3.9586673291393195
whisper-large-v3,5348024557568289_chunk_1_enhanced,S4259840800393099,60+,6.37,0.1875,0.07352941176470588,0.11397058823529412,3,0,0,13,16,16,2.511773940345369
whisper-large-v3,5348024557568289_chunk_2_enhanced,S4259840800393099,60+,12.836,0.21739130434782608,0.07804878048780488,0.13934252386002122,9,1,0,36,46,45,3.5836709255219694
whisper-large-v3,5348024557568289_chunk_4_enhanced,S4259840800393099,60+,7.4790208333,0.39285714285714285,0.20168067226890757,0.19117647058823528,6,5,0,17,28,23,3.7438055895407154
whisper-large-v3,5348024557568289_chunk_5_enhanced,S4259840800393099,60+,2.464,0.2857142857142857,0.14285714285714285,0.14285714285714285,2,2,0,10,14,12,5.681818181818182
whisper-large-v3,5348024557568289_chunk_6_enhanced,S4259840800393099,60+,9.6890208333,0.3333333333333333,0.09027777777777778,0.24305555555555552,8,1,1,21,30,30,3.096288109619251
whisper-large-v3,5348024557568289_chunk_7_enhanced,S4259840800393099,60+,18.035,0.4264705882352941,0.15254237288135594,0.2739282153539382,26,1,2,41,68,69,3.770446354311062
whisper-large-v3,5348024557568625_chunk_1_enhanced,S4259601800341381,control,7.1522916667,0.4090909090909091,0.13675213675213677,0.27233877233877235,7,0,2,15,22,24,3.075937199601172
whisper-large-v3,5348024557568633_chunk_1_enhanced,S4259601800341381,control,2.8932916667,0.25,0.07142857142857142,0.17857142857142858,2,0,0,6,8,8,2.7650167772834857
whisper-large-v3,5348024557568655_chunk_1_enhanced,S4259601800341381,control,19.406,1.0,0.9608433734939759,0.03915662650602414,2,75,0,0,77,2,3.9678449963928686
whisper-large-v3,5348024557568671_chunk_1_enhanced,S4259601800341381,control,9.0880208333,0.2571428571428571,0.13636363636363635,0.12077922077922076,6,3,0,26,35,32,3.8512235658345166
whisper-large-v3,5348024557568673_chunk_2_enhanced,S4259601800341381,control,8.361,0.3103448275862069,0.12030075187969924,0.19004407570650766,7,2,0,20,29,27,3.468484631024997
whisper-large-v3,5348024557568674_chunk_2_enhanced,S4259601800341381,control,16.113,0.2,0.12790697674418605,0.07209302325581396,10,2,0,48,60,58,3.723701359150996
whisper-large-v3,5348024557568678_chunk_1_enhanced,S4259601800341381,control,18.593,0.3026315789473684,0.1415929203539823,0.16103865859338612,20,2,1,54,76,75,4.087559834346259
whisper-large-v3,5348024557568681_chunk_1_enhanced,S4259601800341381,control,13.3130208333,0.44680851063829785,0.17467248908296942,0.27213602155532846,18,0,3,29,47,50,3.5303783107165585
whisper-large-v3,5348024557568682_chunk_3_enhanced,S4259601800341381,control,1.4070208333,1.0,0.7692307692307693,0.23076923076923073,2,1,0,0,3,2,2.1321645913115987
whisper-large-v3,5348024557568684_chunk_10_enhanced,S4259601800341381,control,9.4740208333,0.2,0.059602649006622516,0.1403973509933775,6,0,0,24,30,30,3.1665541513856232
whisper-large-v3,5348024557568684_chunk_1_enhanced,S4259601800341381,control,6.4,0.5,0.18309859154929578,0.31690140845070425,5,2,0,7,14,12,2.1875
whisper-large-v3,5348024557568685_chunk_3_enhanced,S4259601800341381,control,10.0480208333,0.375,0.22857142857142856,0.14642857142857144,12,3,0,25,40,37,3.9808834658698733
