system,utt_id,speaker_id,age_band,duration,wer,cer,divergence,substitutions,deletions,insertions,hits,ref_words,hyp_words,speaking_rate
mms-1b-all,5348024557576245_chunk_3_enhanced,S4259410600330024,60+,8.442,0.0,0.0,0.0,0,0,0,16,16,16,1.8952854773750296
mms-1b-all,5348024557576245_chunk_4_enhanced,S4259410600330024,60+,11.6460208333,0.17857142857142858,0.13076923076923078,0.0478021978021978,2,3,0,23,28,25,2.4042546721141287
mms-1b-all,5348024557576245_chunk_5_enhanced,S4259410600330024,60+,8.879,0.19047619047619047,0.04081632653061224,0.14965986394557823,3,0,1,18,21,22,2.3651312084694225
mms-1b-all,5348024557576245_chunk_6_enhanced,S4259410600330024,60+,5.811,0.1111111111111111,0.11363636363636363,-0.0025252525252525276,0,1,0,8,9,8,1.5487867836861127
mms-1b-all,5348024557576245_chunk_7_enhanced,S4259410600330024,60+,7.9460208333,0.0,0.041666666666666664,-0.041666666666666664,0,0,0,12,12,12,1.510189848698946
mms-1b-all,5348024557576247_chunk_1_enhanced,S4259410600330024,60+,23.5880208333,0.35,0.09540636042402827,0.2545936395759717,18,3,0,39,60,57,2.5436640243803748
mms-1b-all,5348024557576248_chunk_1_enhanced,S4259410600330024,60+,8.6460208333,0.2,0.0970873786407767,0.10291262135922331,3,1,0,16,20,19,2.3132028462122536
mms-1b-all,5348024557576248_chunk_3_enhanced,S4259410600330024,60+,12.041,0.2413793103448276,0.08270676691729323,0.15867254342753437,6,1,0,22,29,28,2.408437837388921
mms-1b-all,5348024557576250_chunk_1_enhanced,S4259410600330024,60+,18.263,0.17647058823529413,0.1111111111111111,0.06535947712418302,4,2,0,28,34,32,1.8616875650221758
mms-1b-all,5348024557576250_chunk_2_enhanced,S4259410600330024,60+,8.7370208333,0.25,0.046511627906976744,0.20348837209302326,3,0,1,13,16,17,1.8312878388727327
mms-1b-all,5348024557576250_chunk_3_enhanced,S4259410600330024,60+,13.3520208333,0.25,0.09174311926605505,0.15825688073394495,4,2,0,18,24,22,1.797480718435062
mms-1b-all,5348024557576250_chunk_4_enhanced,S4259410600330024,60+,4.6090208333,0.2222222222222222,0.125,0.09722222222222221,2,0,0,7,9,9,1.9526924102784138
mms-1b-all,5348024557576250_chunk_6_enhanced,S4259410600330024,60+,12.46,0.5,0.16279069767441862,0.3372093023255814,6,2,1,10,18,17,1.4446227929373996
mms-1b-all,5348024557576251_chunk_2_enhanced,S4259410600330024,60+,23.5680208333,0.23529411764705882,0.06837606837606838,0.16691804927099044,11,1,0,39,51,50,2.163949207306389
mms-1b-all,5348024557576424_chunk_3_enhanced,S4256831000337063,control,9.088,0.16666666666666666,0.06349206349206349,0.10317460317460317,5,0,0,25,30,30,3.3010563380281694
mms-1b-all,5348024557576425_chunk_4_enhanced,S4256831000337063,control,8.8950208333,0.3333333333333333,0.0847457627118644,0.2485875706214689,8,1,0,18,27,26,3.0354060441231323
mms-1b-all,5348024557576430_chunk_1_enhanced,S4256831000337063,control,2.942,1.0,0.7142857142857143,0.2857142857142857,2,0,0,0,2,2,0.6798096532970768
mms-1b-all,5348024557576431_chunk_2_enhanced,S4256831000337063,control,1.2510208333,1.0,1.1666666666666667,-0.16666666666666674,1,0,0,0,1,1,0.7993471998081393
mms-1b-all,5348024557576448_chunk_2_enhanced,S4258501900382273,control,8.6070208333,0.32142857142857145,0.08843537414965986,0.2329931972789116,8,1,0,19,28,27,3.253158153361246
mms-1b-all,5348024557576449_chunk_5_enhanced,S4258501900382273,control,19.3740208333,0.3064516129032258,0.12627986348122866,0.18017174942199715,13,5,1,44,62,58,3.2001617286089945
mms-1b-all,5348024557576450_chunk_1_enhanced,S4259064400359867,60+,9.9500208333,0.25,0.09649122807017543,0.15350877192982457,6,0,0,18,24,24,2.412055251148677
mms-1b-all,5348024557576450_chunk_2_enhanced,S4259064400359867,60+,9.5680208333,0.08333333333333333,0.01818181818181818,0.06515151515151515,2,0,0,22,24,24,2.508355742336153
mms-1b-all,5348024557576450_chunk_3_enhanced,S4259064400359867,60+,6.2090208333,0.5333333333333333,0.1643835616438356,0.3689497716894977,7,1,0,7,15,14,2.415839856673138
mms-1b-all,5348024557576450_chunk_4_enhanced,S4259064400359867,60+,7.3600208333,0.38461538461538464,0.10810810810810811,0.2765072765072765,8,2,0,16,26,24,3.5325986962379865
mms-1b-all,5348024557576450_chunk_5_enhanced,S4259064400359867,60+,6.3990208333,0.45454545454545453,0.10526315789473684,0.3492822966507177,8,0,2,14,22,24,3.438026000089535
mms-1b-all,5348024557576450_chunk_6_enhanced,S4259064400359867,60+,5.2500208333,0.35294117647058826,0.09090909090909091,0.2620320855614974,4,1,1,12,17,17,3.2380823885825096
mms-1b-all,5348024557576450_chunk_7_enhanced,S4259064400359867,60+,15.713,0.38596491228070173,0.11553784860557768,0.27042706367512404,19,2,1,36,57,56,3.6275695284159615
mms-1b-all,5348024557576450_chunk_8_enhanced,S4259064400359867,60+,11.392,0.37142857142857144,0.14,0.23142857142857143,7,6,0,22,35,29,3.0723314606741576
mms-1b-all,5348024557576600_chunk_1_enhanced,S4256831000337063,control,6.833,0.29411764705882354,0.07042253521126761,0.22369511184755592,5,0,0,12,17,17,2.487926240304405
mms-1b-all,5348024557576605_chunk_1_enhanced,S4256831000337063,control,13.2590208333,0.375,0.15841584158415842,0.21658415841584158,15,0,0,25,40,40,3.0168140244217803
mms-1b-all,5348024557576606_chunk_1_enhanced,S4256831000337063,control,14.872,0.28888888888888886,0.08717948717948718,0.2017094017094017,8,5,0,32,45,40,3.025820333512641
mms-1b-all,5348024557576606_chunk_6_enhanced,S4256831000337063,control,8.2770208333,0.37037037037037035,0.1111111111111111,0.25925925925925924,8,2,0,17,27,25,3.262043257324418
mms-1b-all,5348024557576615_chunk_4_enhanced,S4259922000364800,control,6.5280208333,0.30434782608695654,0.06451612903225806,0.23983169705469848,5,2,0,16,23,21,3.523273069637739
mms-1b-all,5348024557576616_chunk_3_enhanced,S4259922000364800,control,11.68,0.16216216216216217,0.04819277108433735,0.11396939107782482,6,0,0,31,37,37,3.1678082191780823
mms-1b-all,5348024557576619_chunk_5_enhanced,S4258501900382273,control,17.9200208333,0.24193548387096775,0.0625,0.17943548387096775,10,4,1,48,62,59,3.4598174062827023
mms-1b-all,5348024557576620_chunk_3_enhanced,S4258501900382273,control,6.131,0.5,0.23076923076923078,0.2692307692307692,8,1,0,9,18,17,2.935899526993965
mms-1b-all,5348024557576621_chunk_6_enhanced,S4258501900382273,control,5.343,0.11764705882352941,0.025974025974025976,0.09167303284950343,2,0,0,15,17,17,3.181733108740408
mms-1b-all,5348024557576622_chunk_3_enhanced,S4258501900382273,control,9.3780208333,0.12121212121212122,0.02962962962962963,0.09158249158249158,3,1,0,29,33,32,3.5188661431441646
mms-1b-all,5348024557576623_chunk_6_enhanced,S4258501900382273,control,12.7360208333,0.4,0.178743961352657,0.22125603864734303,11,4,1,25,40,37,3.1406983800948836
mms-1b-all,5348024557576626_chunk_3_enhanced,S4258501900382273,control,5.2480208333,0.3888888888888889,0.13253012048192772,0.25635876840696115,7,0,0,11,18,18,3.42986443304217
mms-1b-all,5348024557576626_chunk_7_enhanced,S4258501900382273,control,13.792,0.30434782608695654,0.12953367875647667,0.17481414733047987,8,4,2,34,46,44,3.3352668213457077
mms-1b-all,5348024557576628_chunk_1_enhanced,S4259064400359867,60+,5.535,0.1875,0.06172839506172839,0.1257716049382716,3,0,0,13,16,16,2.890695573622403
mms-1b-all,5348024557576628_chunk_3_enhanced,S4259064400359867,60+,7.648,0.391304347826087,0.13761467889908258,0.2536896689270044,6,1,2,16,23,24,3.0073221757322175
mms-1b-all,5348024557576628_chunk_4_enhanced,S4259064400359867,60+,13.4080208333,0.5294117647058824,0.17857142857142858,0.35084033613445376,15,3,0,16,34,31,2.5357955825633867
mms-1b-all,5348024557576628_chunk_5_enhanced,S4259064400359867,60+,15.521,0.3695652173913043,0.14563106796116504,0.22393414943013928,13,3,1,30,46,44,2.963726564010051
mms-1b-all,5348024557576628_chunk_6_enhanced,S4259064400359867,60+,9.378,0.4482758620689655,0.13986013986013987,0.3084157222088256,10,3,0,16,29,26,3.09234378332267
mms-1b-all,5348024557576628_chunk_7_enhanced,S4259064400359867,60+,5.342,0.35294117647058826,0.17721518987341772,0.17572598659717054,4,2,0,11,17,15,3.1823287158367655
mms-1b-all,5348024557576628_chunk_8_enhanced,S4259064400359867,60+,9.953,0.14285714285714285,0.04477611940298507,0.09808102345415778,3,1,0,24,28,27,2.8132221440771628
mms-1b-all,5348024557576629_chunk_5_enhanced,S4259064400359867,60+,8.272,0.2962962962962963,0.06896551724137931,0.22733077905491697,7,1,0,19,27,26,3.2640232108317213
mms-1b-all,5348024557576629_chunk_7_enhanced,S4259064400359867,60+,8.301,0.28,0.102803738317757,0.177196261682243,7,0,0,18,25,25,3.011685339115769
mms-1b-all,5348024557576630_chunk_1_enhanced,S4259064400359867,60+,16.767,0.2857142857142857,0.08372093023255814,0.20199335548172756,10,4,0,35,49,45,2.9224071092026005
mms-1b-all,5348024557576630_chunk_2_enhanced,S4259064400359867,60+,4.386,0.375,0.17647058823529413,0.19852941176470587,5,0,1,11,16,17,3.64797081623347
mms-1b-all,5348024557576630_chunk_4_enhanced,S4259064400359867,60+,12.64,0.32432432432432434,0.09815950920245399,0.22616481512187037,11,1,0,25,37,36,2.9272151898734178
mms-1b-all,5348024557576630_chunk_5_enhanced,S4259064400359867,60+,5.7280208333,0.42105263157894735,0.1917808219178082,0.22927180966113914,5,2,1,12,19,18,3.317027041791294
mms-1b-all,5348024557576630_chunk_6_enhanced,S4259064400359867,60+,11.4880208333,0.34210526315789475,0.11695906432748537,0.22514619883040937,10,2,1,26,38,37,3.307793444267656
mms-1b-all,5348024557576630_chunk_7_enhanced,S4259064400359867,60+,20.9340208333,0.21428571428571427,0.08502024291497975,0.12926547137073452,9,1,2,46,56,57,2.675071380024621
mms-1b-all,5348024557576631_chunk_1_enhanced,S4259064400359867,60+,8.992,0.36363636363636365,0.17699115044247787,0.18664521319388577,6,2,0,14,22,20,2.4466192170818504
mms-1b-all,5348024557576631_chunk_4_enhanced,S4259064400359867,60+,13.983,0.42105263157894735,0.21264367816091953,0.20840895341802781,14,2,0,22,38,36,2.7175856397053564
mms-1b-all,5348024557576631_chunk_5_enhanced,S4259064400359867,60+,5.8250208333,0.3333333333333333,0.18181818181818182,0.1515151515151515,4,0,2,14,18,20,3.090117703459373
mms-1b-all,5348024557576632_chunk_1_enhanced,S4259064400359867,60+,15.2890208333,0.36363636363636365,0.12755102040816327,0.23608534322820038,9,7,0,28,44,37,2.877882140376611
mms-1b-all,5348024557576632_chunk_3_enhanced,S4259064400359867,60+,13.3350208333,0.325,0.08994708994708994,0.23505291005291007,8,3,2,29,40,39,2.999620360555616
mms-1b-all,5348024557576709_chunk_2_enhanced,S4257034300300511,control,12.0650208333,0.25925925925925924,0.10909090909090909,0.15016835016835017,6,1,0,20,27,26,2.237874295706045
mms-1b-all,5348024557576710_chunk_6_enhanced,S4257034300300511,control,11.394,0.12,0.02962962962962963,0.09037037037037036,3,0,0,22,25,25,2.1941372652273126
mms-1b-all,5348024557576712_chunk_3_enhanced,S4257034300300511,control,1.0240208333,1.0,0.8666666666666667,0.1333333333333333,3,0,0,0,3,3,2.9296278966632228
mms-1b-all,5348024557576724_chunk_8_enhanced,S4257034300300511,control,6.8950208333,0.125,0.02666666666666667,0.09833333333333333,2,0,0,14,16,16,2.3205151060206877
mms-1b-all,5348024557576726_chunk_1_enhanced,S4257034300300511,control,19.3600208333,0.14285714285714285,0.03597122302158273,0.10688591983556012,4,0,0,24,28,28,1.446279435393938
mms-1b-all,5348024557576738_chunk_1_enhanced,S4257034300300511,control,19.8400208333,0.23529411764705882,0.052941176470588235,0.18235294117647058,7,0,1,27,34,35,1.7137078779137938
mms-1b-all,5348024557576834_chunk_3_enhanced,S4258501900382273,control,16.3090208333,0.38181818181818183,0.1214574898785425,0.26036069193963934,15,5,1,35,55,51,3.372366775551613
mms-1b-all,5348024557577128_chunk_1_enhanced,S4258195400338603,control,9.0880208333,0.6923076923076923,0.36507936507936506,0.32722832722832723,13,4,1,9,26,23,2.8609089346199266
mms-1b-all,5348024557577145_chunk_6_enhanced,S4258195400338603,control,8.2240208333,0.22727272727272727,0.08163265306122448,0.14564007421150277,3,1,1,18,22,22,2.6750904996397242
mms-1b-all,5348024557577149_chunk_1_enhanced,S4258195400338603,control,16.6710208333,0.4782608695652174,0.20297029702970298,0.2752905725355144,13,6,3,27,46,43,2.75927913833063
mms-1b-all,5348024557577150_chunk_5_enhanced,S4258195400338603,control,9.8870208333,0.5769230769230769,0.21008403361344538,0.36683904330963146,11,3,1,12,26,24,2.629710247239558
mms-1b-all,5348024557577304_chunk_1_enhanced,S4256831000337063,control,3.265,0.125,0.034482758620689655,0.09051724137931035,1,0,0,7,8,8,2.450229709035222
mms-1b-all,5348024557577321_chunk_1_enhanced,S4259064400359867,60+,3.424,0.5454545454545454,0.18,0.3654545454545454,4,2,0,5,11,9,3.2126168224299065
mms-1b-all,5348024557577321_chunk_2_enhanced,S4259064400359867,60+,8.511,0.42857142857142855,0.18032786885245902,0.24824355971896953,7,5,0,16,28,23,3.28986018094231
mms-1b-all,5348024557577321_chunk_3_enhanced,S4259064400359867,60+,16.2900208333,0.6190476190476191,0.29473684210526313,0.32431077694235594,14,12,0,16,42,30,2.5782655792645612
mms-1b-all,5348024557577321_chunk_4_enhanced,S4259064400359867,60+,11.68,0.46153846153846156,0.12871287128712872,0.33282559025133285,7,4,1,15,26,23,2.226027397260274
mms-1b-all,5348024557577321_chunk_6_enhanced,S4259064400359867,60+,15.818,0.5238095238095238,0.1878453038674033,0.33596421994212056,16,6,0,20,42,36,2.6552029333670504
mms-1b-all,5348024557577321_chunk_8_enhanced,S4259064400359867,60+,2.1760208333,0.3333333333333333,0.10256410256410256,0.23076923076923075,3,0,0,6,9,9,4.135989813273632
mms-1b-all,5348024557577322_chunk_1_enhanced,S4259064400359867,60+,10.2850208333,0.5769230769230769,0.28703703703703703,0.28988603988603984,8,7,0,11,26,19,2.527948209479491
mms-1b-all,5348024557577322_chunk_2_enhanced,S4259064400359867,60+,19.4580208333,0.5094339622641509,0.1891891891891892,0.32024477307496174,19,7,1,27,53,47,2.7238124809331605
mms-1b-all,5348024557577322_chunk_3_enhanced,S4259064400359867,60+,10.0480208333,0.5483870967741935,0.1937984496124031,0.3545886471617904,12,4,1,15,31,28,3.0851846860491516
mms-1b-all,5348024557577322_chunk_4_enhanced,S4259064400359867,60+,8.991,0.5,0.25471698113207547,0.24528301886792453,9,6,0,15,30,24,3.3366700033366703
mms-1b-all,5348024557577322_chunk_5_enhanced,S4259064400359867,60+,7.455,0.64,0.2,0.44,14,1,1,10,25,25,3.35345405767941
mms-1b-all,5348024557577322_chunk_6_enhanced,S4259064400359867,60+,1.118,0.3333333333333333,0.07142857142857142,0.26190476190476186,1,0,0,2,3,3,2.6833631484794274
mms-1b-all,5348024557577323_chunk_1_enhanced,S4259064400359867,60+,11.1040208333,0.4074074074074074,0.13333333333333333,0.274074074074074,9,1,1,17,27,27,2.431551633893673
mms-1b-all,5348024557577323_chunk_2_enhanced,S4259064400359867,60+,1.3140208333,0.2,0.05555555555555555,0.14444444444444446,1,0,0,4,5,5,3.805114708450338
mms-1b-all,5348024557577323_chunk_3_enhanced,S4259064400359867,60+,10.816,0.3225806451612903,0.10294117647058823,0.21963946869070208,9,0,1,22,31,32,2.866124260355029
mms-1b-all,5348024557577323_chunk_4_enhanced,S4259064400359867,60+,5.055,0.7272727272727273,0.38,0.3472727272727273,4,3,1,4,11,9,2.1760633036597428
mms-1b-all,5348024557577323_chunk_5_enhanced,S4259064400359867,60+,5.247,0.2727272727272727,0.09574468085106383,0.17698259187620888,5,0,1,17,22,23,4.1928721174004195
mms-1b-all,5348024557577323_chunk_6_enhanced,S4259064400359867,60+,10.241,0.37037037037037035,0.08661417322834646,0.2837561971420239,10,0,0,17,27,27,2.6364612830778245
mms-1b-all,5348024557577323_chunk_7_enhanced,S4259064400359867,60+,12.1580208333,0.5,0.16546762589928057,0.33453237410071945,13,1,0,14,28,27,2.303006417237737
mms-1b-all,5348024557577517_chunk_1_enhanced,S4258483800353049,control,17.7280208333,0.3333333333333333,0.072,0.2613333333333333,7,0,1,17,24,25,1.3537890227948528
mms-1b-all,5348024557577518_chunk_3_enhanced,S4258483800353049,control,12.6340208333,0.16,0.03418803418803419,0.1258119658119658,4,0,0,21,25,25,1.9787841360928018
mms-1b-all,5348024557577576_chunk_1_enhanced,S4256638500327010,control,5.5160208333,0.7777777777777778,0.13559322033898305,0.6421845574387948,5,1,1,3,9,9,1.631610951442996
mms-1b-all,5348024557577598_chunk_2_enhanced,S4256638500327010,control,3.6270208333,0.6666666666666666,0.13043478260869565,0.536231884057971,1,0,1,2,3,4,0.8271251084241739
mms-1b-all,5348024557577598_chunk_3_enhanced,S4256638500327010,control,1.0500208333,2.0,1.0,1.0,1,0,1,0,1,2,0.9523620563386397
mms-1b-all,5348024557577604_chunk_4_enhanced,S4256638500327010,control,8.692,0.15384615384615385,0.03508771929824561,0.11875843454790824,4,0,0,22,26,26,2.991256327657616
mms-1b-all,5348024557577605_chunk_1_enhanced,S4256638500327010,control,10.564,0.4444444444444444,0.16463414634146342,0.27981029810298097,14,1,1,21,36,36,3.4078000757288907
mms-1b-all,5348024557577800_chunk_2_enhanced,S4258483800353049,control,8.7050208333,0.17647058823529413,0.0449438202247191,0.13152676801057503,3,0,0,14,17,17,1.9528959580393608
mms-1b-all,5348024557577813_chunk_1_enhanced,S4258935500380746,control,10.815,0.6060606060606061,0.1910828025477707,0.41497780351283536,16,1,3,16,33,35,3.0513176144244105
mms-1b-all,5348024557577813_chunk_3_enhanced,S4258935500380746,control,7.936,0.375,0.17272727272727273,0.20227272727272727,5,4,0,15,24,20,3.024193548387097
mms-1b-all,5348024557577816_chunk_4_enhanced,S4258935500380746,control,7.4560208333,0.25925925925925924,0.08035714285714286,0.1789021164021164,6,1,0,20,27,26,3.6212345168635918
mms-1b-all,5348024557577817_chunk_4_enhanced,S4258935500380746,control,13.6960208333,0.2222222222222222,0.07142857142857142,0.15079365079365079,7,0,1,29,36,37,2.628500674624481
mms-1b-all,5348024557577818_chunk_1_enhanced,S4258935500380746,control,13.887,0.2653061224489796,0.0944206008583691,0.1708855215906105,13,0,0,36,49,49,3.528479873262764
mms-1b-all,5348024557577818_chunk_3_enhanced,S4258935500380746,control,5.4410208333,0.47058823529411764,0.14102564102564102,0.3295625942684766,7,0,1,10,17,18,3.1244136938342573
mms-1b-all,5348024557577819_chunk_1_enhanced,S4258935500380746,control,7.0700208333,0.4666666666666667,0.13043478260869565,0.336231884057971,6,1,0,8,15,14,2.121634483642477
mms-1b-all,5348024557577819_chunk_3_enhanced,S4258935500380746,control,17.823,0.32786885245901637,0.09285714285714286,0.2350117096018735,17,2,1,42,61,60,3.4225439039443417
mms-1b-all,5348024557577820_chunk_11_enhanced,S4258935500380746,control,6.591,0.19230769230769232,0.07272727272727272,0.1195804195804196,4,0,1,22,26,27,3.944773175542406
mms-1b-all,5348024557577821_chunk_2_enhanced,S4258935500380746,control,18.2100208333,0.2676056338028169,0.11904761904761904,0.14855801475519784,13,1,5,57,71,75,3.898952156615049
mms-1b-all,5348024557577821_chunk_4_enhanced,S4258935500380746,control,18.111,0.38235294117647056,0.14093959731543623,0.24141334386103433,19,4,3,45,68,67,3.754624261498537
mms-1b-all,5348024557577821_chunk_8_enhanced,S4258935500380746,control,5.8570208333,0.35294117647058826,0.1038961038961039,0.24904507257448436,4,2,0,11,17,15,2.9024994931462027
mms-1b-all,5348024557578226_chunk_1_enhanced,S4259064400359867,60+,13.8200208333,0.6875,0.4032258064516129,0.2842741935483871,5,17,0,10,32,15,2.31548131410153
mms-1b-all,5348024557578552_chunk_1_enhanced,S4258898400392676,control,7.7440208333,0.35714285714285715,0.0821917808219178,0.27495107632093935,5,0,0,9,14,14,1.8078463761097745
mms-1b-all,5348024557578557_chunk_1_enhanced,S4258898400392676,control,6.6160208333,0.2,0.061224489795918366,0.13877551020408163,2,0,0,8,10,10,1.5114825439586936
mms-1b-all,5348024557578576_chunk_1_enhanced,S4258898400392676,control,9.143,0.2,0.057971014492753624,0.14202898550724638,3,0,0,12,15,15,1.6405993656349118
mms-1b-all,5348024557579078_chunk_1_enhanced,S4259366400336105,control,12.4390208333,0.07692307692307693,0.015748031496062992,0.061175045427013935,2,0,0,24,26,26,2.0901966761239317
mms-1b-all,5348024557579083_chunk_1_enhanced,S4259366400336105,control,2.8220208333,0.0,0.0,0.0,0,0,0,6,6,6,2.1261359693733204
mms-1b-all,5348024557579085_chunk_1_enhanced,S4259366400336105,control,5.291,0.38461538461538464,0.11864406779661017,0.26597131681877445,4,1,0,8,13,12,2.457002457002457
mms-1b-all,5348024557579127_chunk_2_enhanced,S4259366400336105,control,17.911,0.12195121951219512,0.027472527472527472,0.09447869203966765,4,1,0,36,41,40,2.2890960862040086
mms-1b-all,5348024557579133_chunk_3_enhanced,S4259366400336105,control,8.895,0.2222222222222222,0.058823529411764705,0.1633986928104575,4,1,1,22,27,27,3.0354131534569984
mms-1b-all,5348024557579133_chunk_6_enhanced,S4259366400336105,control,7.071,0.4375,0.11688311688311688,0.32061688311688313,6,0,1,10,16,17,2.2627633998020085
mms-1b-all,5348024557579133_chunk_9_enhanced,S4259366400336105,control,9.762,0.3181818181818182,0.07894736842105263,0.23923444976076555,7,0,0,15,22,22,2.253636549887318
mms-1b-all,5348024557579135_chunk_1_enhanced,S4259366400336105,control,7.1670208333,0.2222222222222222,0.045454545454545456,0.17676767676767674,3,1,0,14,18,17,2.5115037919754504
mms-1b-all,5348024557579505_chunk_1_enhanced,S4259623300342847,60+,5.5780208333,0.6,0.3116883116883117,0.2883116883116883,8,1,0,6,15,14,2.689125847370829
mms-1b-all,5348024557579506_chunk_1_enhanced,S4259623300342847,60+,4.125,0.42857142857142855,0.11392405063291139,0.31464737793851716,4,0,2,10,14,16,3.393939393939394
mms-1b-all,5348024557579508_chunk_1_enhanced,S4259623300342847,60+,8.8770208333,0.6333333333333333,0.35526315789473684,0.27807017543859647,13,4,2,13,30,28,3.3795121768175025
mms-1b-all,5348024557579510_chunk_1_enhanced,S4259623300342847,60+,2.036,0.4,0.06896551724137931,0.3310344827586207,1,1,0,3,5,4,2.455795677799607
mms-1b-all,5348024557579511_chunk_1_enhanced,S4259623300342847,60+,2.182,0.42857142857142855,0.13513513513513514,0.2934362934362934,3,0,0,4,7,7,3.2080659945004584
mms-1b-all,5348024557579513_chunk_1_enhanced,S4259623300342847,60+,4.1830208333,0.2,0.0784313725490196,0.1215686274509804,2,0,0,8,10,10,2.390616828965436
mms-1b-all,5348024557579516_chunk_1_enhanced,S4259623300342847,60+,2.5221041667,0.2222222222222222,0.06382978723404255,0.15839243498817968,2,0,0,7,9,9,3.5684489636983874
mms-1b-all,5348024557579517_chunk_1_enhanced,S4259623300342847,60+,8.002,0.2727272727272727,0.11458333333333333,0.1581439393939394,5,1,0,16,22,21,2.7493126718320418
mms-1b-all,5348024557579518_chunk_1_enhanced,S4259623300342847,60+,4.0780208333,0.6,0.22727272727272727,0.3727272727272727,6,0,0,4,10,10,2.4521699149604
mms-1b-all,5348024557579519_chunk_1_enhanced,S4259623300342847,60+,8.003,0.35294117647058826,0.10344827586206896,0.2494929006085193,5,0,1,12,17,18,2.1242034237161063
mms-1b-all,5348024557579521_chunk_1_enhanced,S4259623300342847,60+,17.3080208333,0.7045454545454546,0.526829268292683,0.17771618625277164,12,19,0,13,44,25,2.5421739679990223
mms-1b-all,5348024557579522_chunk_1_enhanced,S4259623300342847,60+,15.4840208333,0.6486486486486487,0.4782608695652174,0.17038777908343128,9,15,0,13,37,22,2.3895602052166995
mms-1b-all,5348024557579524_chunk_1_enhanced,S4259623300342847,60+,11.48,0.6842105263157895,0.19327731092436976,0.49093321539141976,10,3,0,6,19,16,1.6550522648083623
mms-1b-all,5348024557579535_chunk_2_enhanced,S4259623300342847,60+,6.103,0.625,0.23809523809523808,0.3869047619047619,12,3,0,9,24,21,3.9324922169424874
mms-1b-all,5348024557579535_chunk_3_enhanced,S4259623300342847,60+,4.288,0.4375,0.2222222222222222,0.2152777777777778,7,0,0,9,16,16,3.731343283582089
mms-1b-all,5348024557579536_chunk_2_enhanced,S4259623300342847,60+,13.3130208333,0.6808510638297872,0.28169014084507044,0.3991609229847168,18,14,0,15,47,33,3.5303783107165585
mms-1b-all,5348024557579538_chunk_1_enhanced,S4259623300342847,60+,12.7360208333,0.4,0.1761904761904762,0.22380952380952382,16,1,1,28,45,45,3.5332856776067443
mms-1b-all,5348024557579538_chunk_2_enhanced,S4259623300342847,60+,10.3080208333,0.25,0.10429447852760736,0.14570552147239263,8,1,0,27,36,35,3.4924260032248102
mms-1b-all,5348024557579539_chunk_1_enhanced,S4259623300342847,60+,9.954,0.9230769230769231,0.6666666666666666,0.2564102564102565,14,10,0,2,26,16,2.612015270243118
mms-1b-all,5348024557579540_chunk_1_enhanced,S4259623300342847,60+,11.733,1.0,0.7317073170731707,0.2682926829268293,10,16,0,0,26,10,2.2159720446603597
mms-1b-all,5348024557579541_chunk_1_enhanced,S4259623300342847,60+,4.761,1.2,0.1891891891891892,1.0108108108108107,5,0,1,0,5,6,1.0501995379122033
mms-1b-all,5348024557579542_chunk_1_enhanced,S4259623300342847,60+,9.851,1.0,0.2625,0.7375,11,0,1,1,12,13,1.218150441579535
mms-1b-all,5348024557579543_chunk_1_enhanced,S4259623300342847,60+,6.341,0.8,0.3,0.5,4,0,0,1,5,5,0.7885191610156127
mms-1b-all,5348024557579544_chunk_1_enhanced,S4259623300342847,60+,5.463,0.6,0.16666666666666666,0.43333333333333335,3,0,0,2,5,5,0.9152480322167307
mms-1b-all,5348024557579549_chunk_2_enhanced,S4259623300342847,60+,9.3760208333,0.5384615384615384,0.3277310924369748,0.21073044602456364,12,0,2,14,26,28,2.7730313810372578
mms-1b-all,5348024557579549_chunk_3_enhanced,S4259623300342847,60+,13.4070208333,0.525,0.1569767441860465,0.3680232558139535,17,4,0,19,40,36,2.9835114375782177
mms-1b-all,5348024557579549_chunk_4_enhanced,S4259623300342847,60+,11.354,0.38235294117647056,0.14093959731543623,0.24141334386103433,10,2,1,22,34,33,2.994539369385239
mms-1b-all,5348024557579550_chunk_1_enhanced,S4259623300342847,60+,14.171,0.3,0.09743589743589744,0.20256410256410257,10,2,0,28,40,38,2.822666008044598
mms-1b-all,5348024557579551_chunk_1_enhanced,S4259623300342847,60+,13.8930208333,0.42105263157894735,0.14210526315789473,0.2789473684210526,16,0,0,22,38,38,2.7351862820876436
mms-1b-all,5348024557579551_chunk_2_enhanced,S4259623300342847,60+,15.7590208333,0.5476190476190477,0.1951219512195122,0.35249709639953547,16,7,0,19,42,35,2.6651402040950942
mms-1b-all,5348024557579552_chunk_1_enhanced,S4259623300342847,60+,5.632,0.6428571428571429,0.2222222222222222,0.4206349206349207,7,2,0,5,14,12,2.4857954545454546
mms-1b-all,5348024557579552_chunk_2_enhanced,S4259623300342847,60+,6.592,0.2727272727272727,0.08737864077669903,0.18534863195057366,5,1,0,16,22,21,3.3373786407766994
mms-1b-all,5348024557579554_chunk_1_enhanced,S4259623300342847,60+,10.7200208333,0.225,0.06989247311827956,0.15510752688172044,9,0,0,31,40,40,3.731336032085545
mms-1b-all,5348024557579554_chunk_2_enhanced,S4259623300342847,60+,6.402,0.2777777777777778,0.0898876404494382,0.1878901373283396,3,1,1,14,18,18,2.8116213683223994
